market,technology,input group,input process,input location,input key,contribution type,score,share of market (%),physical amount,physical unit,method,impact category,unit
Steel,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,3.0603784767687644e-06,0.0004724396573193098,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,1.8953849056785884e-05,0.0029259616159385345,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,0.00012194619196253353,0.018825193543709255,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,0.00024712281994355057,0.03814907902933012,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,0.00011282747740579907,0.01741751066622255,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,1.6631532675122284e-05,0.002567458782426721,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,7.830425061472896e-05,0.012088058260730963,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,5.422484833276123e-05,0.008370849866768587,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,3.714419642304576e-05,0.005734059222646529,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Fossil feedstock,"market for natural gas, high pressure",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f7d9451c5108493ebaa4f2c4b038d2e9')",Upstream input,1.826493127659798e-05,0.002819611345060667,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Electricity,"market group for electricity, high voltage",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '61c3646bc8dc47bd8fc76509336203f1')",Upstream input,1.383477880829659e-06,0.00021357156341594356,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other raw materials,"market for nickel, class 1",World,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '3efc33e8-c787-433d-a8f2-1a436588105b')",Upstream input,1.350027850491089e-05,0.002084077835140669,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other raw materials,market for silica sand,World,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'dc5c95fd-5eb1-48a3-bf64-67df861ea0c3')",Upstream input,1.1666900840813476e-09,1.8010539144269224e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other raw materials,"market for aluminium oxide, metallurgical","IAI Area, Western and Central Europe","('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '25a7ad1d1ee14c438339ef0f94f9d6ca')",Upstream input,1.3158026629437149e-06,0.00020312434030620504,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Acetaldehyde,biosphere,"('biosphere-3.12', 'e3e8f6a2-c45e-4685-9859-698b2eadaf5b')",Other direct emissions,0.0,0.0,1.2913371686216528e-10,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Acetic acid,biosphere,"('biosphere-3.12', 'd157416d-db9b-4f88-a7f3-a9a5f1ea88f2')",Other direct emissions,0.0,0.0,1.9370056841972463e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Benzene,biosphere,"('biosphere-3.12', '28999907-a8a7-45b3-857e-836495ca2aa0')",Other direct emissions,0.0,0.0,5.1654712457725655e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Benzo(a)pyrene,biosphere,"('biosphere-3.12', '5e13c2ab-5466-4ff5-816d-702dfdf25f76')",Other direct emissions,0.0,0.0,1.2913371072509091e-12,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Butane,biosphere,"('biosphere-3.12', '982b0510-96ac-4bcb-a758-e98006b95f4d')",Other direct emissions,5.423763221248181e-10,8.372823352009136e-08,9.039605368746968e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,"Carbon dioxide, fossil",biosphere,"('biosphere-3.12', '349b29d1-3e58-4c66-98b9-9d1a076efd2e')",Other direct emissions,0.0,0.0,0.0,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,"Carbon monoxide, fossil",biosphere,"('biosphere-3.12', 'ba2f3f82-c93a-47a5-822a-37ec97495275')",Other direct emissions,1.1016648459752899e-06,0.00017006725353225705,2.7118571434996304e-07,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Dinitrogen monoxide,biosphere,"('biosphere-3.12', '20185046-64bb-4c09-a8e7-e8a9e144ca98')",Other direct emissions,3.525350345238988e-06,0.000544218736890908,1.2913371227981641e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Formaldehyde,biosphere,"('biosphere-3.12', 'a861cfae-a310-4e9d-b9eb-5d555c9a684c')",Other direct emissions,0.0,0.0,1.2913371227981641e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Mercury II,biosphere,"('biosphere-3.12', '71234253-b3a7-4dfe-b166-a484ad15bee7')",Other direct emissions,0.0,0.0,3.874134063240211e-12,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,"Methane, fossil",biosphere,"('biosphere-3.12', '0795345f-c7ae-410c-ad25-1845784c75f5')",Other direct emissions,7.696734810826451e-06,0.001188167667531011,2.582796916384715e-07,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Nitrogen oxides,biosphere,"('biosphere-3.12', 'c1b91234-6f24-417b-8309-46111d09c457')",Other direct emissions,0.0,0.0,2.311549883398863e-06,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,"PAH, polycyclic aromatic hydrocarbons",biosphere,"('biosphere-3.12', '3e5d7d91-67d7-4afb-91dd-36fab58e4685')",Other direct emissions,0.0,0.0,1.2913372013527161e-09,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,"Particulate Matter, < 2.5 um",biosphere,"('biosphere-3.12', '21e46cb8-6233-4c99-bac3-c41d2ab99498')",Other direct emissions,0.0,0.0,2.5827970001762376e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Pentane,biosphere,"('biosphere-3.12', '516606eb-99f6-4e8c-b99a-6b439aaed48c')",Other direct emissions,0.0,0.0,1.5497027510217243e-07,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Propane,biosphere,"('biosphere-3.12', '3a6c936c-0276-4f11-9d98-1bd011387a6e')",Other direct emissions,5.165594000352475e-10,7.974279906562026e-08,2.5827970001762376e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Propionic acid,biosphere,"('biosphere-3.12', 'a1ecc854-a399-4b01-bae2-3a88b12ed44f')",Other direct emissions,0.0,0.0,2.5827969478065363e-09,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Sulfur dioxide,biosphere,"('biosphere-3.12', 'fd7aa71c-508c-480d-81a6-8052aad92646')",Other direct emissions,0.0,0.0,4.484664290613899e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Toluene,biosphere,"('biosphere-3.12', '3b1ecf8e-1d2c-4330-81da-a79f9068976d')",Other direct emissions,0.0,0.0,2.5827970001762376e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,"Water, cooling, unspecified natural origin",biosphere,"('biosphere-3.12', 'fc1c42ce-a759-49fa-b987-f1ec5e503db1')",Other direct emissions,0.0,0.0,0.0017522171643066435,cubic meter,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Water,biosphere,"('biosphere-3.12', '2404b41a-2eed-4e9d-8ab6-783946fdf5d6')",Other direct emissions,0.0,0.0,0.0017016485919131908,cubic meter,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,Water,biosphere,"('biosphere-3.12', '075e433b-4be4-448e-9510-9a5029c1ce94')",Other direct emissions,0.0,0.0,5.056858955395645e-05,cubic meter,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Steel,Steam methane reforming with CCS,Other direct emissions,"Carbon dioxide, non-fossil",biosphere,"('biosphere-3.12', 'eba59fd6-f37e-41dc-9ca3-c7ea22d602c7')",Other direct emissions,0.0,0.0,0.04424371702184054,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,PEM electrolysis,Infrastructure,"electrolyzer production, 1MWe, PEM, Stack",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '4b10c19428e14b8f8d007e30ec00b854')",Upstream input,0.01734082487938773,2.676954313278915,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,PEM electrolysis,Infrastructure,"electrolyzer production, 1MWe, PEM, Balance of Plant",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'd3ccbd883a7f4693af1ca38b327f11a1')",Upstream input,0.0034535790828300623,0.5331391952998144,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,PEM electrolysis,Waste treatment,"treatment of electrolyzer stack, 1MWe, PEM",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '13e729a7f3fc4f6182834436182fefe6')",Upstream input,4.765249443555027e-05,0.00735625619917164,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,PEM electrolysis,Waste treatment,"treatment of electrolyzer balance of plant, 1MWe, PEM",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '4f96e300894a475a8c1971ce79fbca2c')",Upstream input,0.0004336724366286783,0.06694729390660378,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,PEM electrolysis,Water,"deionized water production, via reverse osmosis, from brackish water",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '4e0a52c5b9864dfebab5c43621971720')",Upstream input,0.00022295881964054263,0.03441881098919211,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,PEM electrolysis,Electricity,"market group for electricity, low voltage",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '13f887da454449da9d91f12bd7f18f05')",Upstream input,0.38746819891061884,59.81460937104028,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,PEM electrolysis,Other direct emissions,Oxygen,biosphere,"('biosphere-3.12', '9ec076d9-6d9f-4a0b-9851-730626ed4319')",Other direct emissions,0.0,0.0,5.297587840298096,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,PEM electrolysis,Other direct emissions,"Occupation, industrial area",biosphere,"('biosphere-3.12', 'fe9c3a98-a6d2-452d-a9a4-a13e64f1b95b')",Other direct emissions,0.0,0.0,0.0004022534096710235,square meter-year,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,PEM electrolysis,Other direct emissions,"Transformation, from industrial area",biosphere,"('biosphere-3.12', 'b6dcefd8-3848-4338-9c3e-fe6e91f20937')",Other direct emissions,0.0,0.0,2.0112669760831963e-05,square meter,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,PEM electrolysis,Other direct emissions,"Transformation, to industrial area",biosphere,"('biosphere-3.12', '4624deff-2016-41d4-b2bf-3db8dab88779')",Other direct emissions,0.0,0.0,2.0112669760831963e-05,square meter,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,Biomass gasification,Infrastructure,"market for liquid storage tank, chemicals, organics",GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '65328045d6934aea9218657932fe4f18')",Upstream input,7.965895151598674e-09,1.22971874368831e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,Biomass gasification,Water,"market for water, deionised",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'a3b3af9d63ee4c50a4506512784991e4')",Upstream input,7.051067455410121e-09,1.0884940923667964e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,Biomass gasification,Biomass feedstock,"market for lignocellulosic biomass, used as fuel",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '89cba6c9714f4f4bb98cf9b3e82f439a')",Upstream input,4.517839236865482e-07,6.974321761477123e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,Biomass gasification,Infrastructure,synthetic gas factory construction,RoW,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '2d99aa9618294621ad0ab6a287164682')",Upstream input,3.66742724935756e-10,5.661515678803732e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,Biomass gasification,Water,"treatment of wastewater, average, wastewater treatment",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'db7e3c0fc9d3451395736c9985715bb8')",Upstream input,7.320680974422325e-09,1.1301151269864315e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,Biomass gasification,Other direct emissions,"Carbon dioxide, non-fossil",biosphere,"('biosphere-3.12', 'eba59fd6-f37e-41dc-9ca3-c7ea22d602c7')",Other direct emissions,0.0,0.0,7.70229301991037e-05,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,Biomass gasification with CCS,CO2 capture and storage,"carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f35934f4c5ec445c8e063cf6d8b1795b')",Upstream input,0.02432679253423312,3.7553987573084804,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Cement,Biomass gasification with CCS,Infrastructure,"market for liquid storage tank, chemicals, organics",GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '65328045d6934aea9218657932fe4f18')",Upstream input,0.0007304207590957928,0.11275720821643981,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
